[ESCENARIO]
Titulo;Corporal to Sergeant
Turnos;8
Norte;SE
Despliega_primero;German
Mueve_primero;American
Descripcion;Best, Holanda, 18 de septiembre de 1944. El puente sobre el Canal Wilhelmina entre Eindhoven y Best no era considerado prioritario por los británicos, pero el General Taylor creyó conveniente tenerlo en caso de que el puente de Son quedara inutilizable. Encargó su captura a la compañía How del 3.er Batallón del 502.º. El día D el comandante comprendió que se enfrentaba a fuerzas superiores y pidió refuerzos; ambos bandos llamaron a más tropas repetidamente hasta que dos batallones enteros estaban comprometidos. Al cruzar el campo abierto bajo fuego intenso las bajas fueron terribles. Los ingenieros del 326.º trabajaron toda la noche para erigir el puente Bailey que reemplazaría al volado en Son. Al día siguiente, tanques Churchill y Challenger cambiaron el curso de la batalla. "Era un cabo; cuando llegué al otro lado era sargento." – Howard Matthews, Fox Company.
Victoria;Los americanos ganan controlando los hexes 1E6, 1F1 y 2D8 al final del turno 8. En caso contrario, gana el jugador alemán.

[ALIADOS]
Faccion;American
Ops_rango;3-6
Puntos_comando;3
Ruta_huida;NE
Despliegue_inicial;Mapas 6 y 9 en las filas E a I. Al menos 10 escuadras deben desplegarse en las filas E y F. Regla de tablero: todos los hexes no-carretera de la fila I en los mapas 6 y 9 son bosque. Regla especial turno 1: los americanos deben intentar mover todas las escuadras de las filas E y F al máximo de sus PMs (sur o suroeste); si fallan un chequeo de moral a mitad del movimiento, el movimiento termina. Los jugadores alternan seleccionando qué escuadra mover (americano primero) hasta alcanzar el Rango de Operaciones máximo (6).
Despliegue_alternativo;

[EJE]
Faccion;German
Ops_rango;2-4
Puntos_comando;2
Ruta_huida;SW
Despliegue_inicial;Cualquier hex de los mapas 1 y 2. Todas las unidades alemanas pueden comenzar la partida con un marcador de Fuego de Oportunidad.
Despliegue_alternativo;El jugador alemán puede cambiar 1 MG WT y 1 escuadra por 2 Decoys para que el escenario termine al final del turno 7.

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;14;1
Paratrooper w/ Bazooka;squad;NO;5;4;1
Paratrooper MG;wt_mg;NO;3;3;1
Paratrooper Mortar;wt_mortar;NO;3;2;1
Paratrooper DECOY;decoy;NO;9;2;1

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
1st Line;squad;NO;20;8;1
1st Line MG WT;wt_mg;NO;3;2;1
Mortar WT;wt_mortar;NO;1;1;1
1st Line DECOY;decoy;NO;8;4;1
20mm;vehicle;NO;2;2;1

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc
Foxhole;10;1;0;0
Artillería 80mm;1;1;7;8
Artillería 80mm;1;1;6;8
Artillería 100mm;1;1;5;8

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_NE;Lado_E;Lado_SE;Lado_SW;Lado_W;Lado_NW;Col;Row
2B2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;4
9B7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;5
9D7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;6
9F7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;7
9H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;8
2I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;0
2G3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;1
2E3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;2
2C3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;3
2A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;4
9C7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;5
9E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;6
9G7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;7
9I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;8
2H3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;1
2F3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;2
2D3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;3
2B3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;4
9B6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;5
9D6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;6
9F6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;7
9H6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;8
2I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;0
2G4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;1
2E4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;2
2C4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;3
2A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;4
9C6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;5
9E6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;6
9G6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;7
9I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;8
2H4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;1
2F4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;2
2D4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;3
2B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;4
9B5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;5
9D5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;6
9F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;7
9H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;8
2I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;0
2G5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;1
2E5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;2
2C5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;3
2A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;4
9C5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;5
9E5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;6
9G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;7
9I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;8
2H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;1
2F5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;2
2D5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;3
2B5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;4
9B4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;5
9D4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;6
9F4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;7
9H4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;8
2I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;0
2G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;1
2E6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;2
2C6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;3
2A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;4
9C4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;5
9E4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;6
9G4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;7
9I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;8
2H6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;1
2F6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;2
2D6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;3
2B6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;4
9B3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;5
9D3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;6
9F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;7
9H3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;8
2I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;0
2G7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;1
2E7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;2
2C7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;3
2A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;4
9C3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;5
9E3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;6
9G3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;7
9I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;8
2H7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;1
2F7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;2
2D7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;3
2B7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;4
9B2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;5
9D2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;6
9F2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;7
9H2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;8
2I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;0
2G8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;1
2E8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;2
2C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;3
2A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;4
9C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;5
9E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;6
9G2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;7
9I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;8
2H8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;1
2F8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;2
2D8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;3
2B8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;4
9B1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;5
9D1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;6
9F1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;7
9H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;8
2I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;0
2G9;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;1
2E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;2
2C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;3
2A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;4
9C1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;5
9E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;6
9G1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;7
9I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;8
2H9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;1
2F9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;2
2D9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;3
2B9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;4
9B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;5
9D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;6
9F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;7
9H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;8
1I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;0
1G1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;1
1E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;2
1C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;3
1A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;4
6C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;5
6E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;6
6G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;7
6I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;8
1H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;1
1F1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;2
1D1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;3
1B1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;4
6B8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;5
6D8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;6
6F8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;7
6H8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;8
1I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;0
1G2;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;1
1E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;2
1C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;3
1A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;4
6C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;5
6E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;6
6G8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;7
6I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;8
1H2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;1
1F2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;2
1D2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;3
1B2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;4
6B7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;5
6D7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;6
6F7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;7
6H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;8
1I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;0
1G3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;1
1E3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;2
1C3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;3
1A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;4
6C7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;5
6E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;6
6G7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;7
6I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;8
1H3;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;1
1F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;2
1D3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;3
1B3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;4
6B6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;5
6D6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;6
6F6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;7
6H6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;8
1I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;0
1G4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;1
1E4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;2
1C4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;3
1A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;4
6C6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;5
6E6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;6
6G6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;7
6I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;8
1H4;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;1
1F4;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;2
1D4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;3
1B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;4
6B5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;5
6D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;6
6F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;7
6H5;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;8
