[ESCENARIO]
Titulo;The Battle of Bloody Gulch
Turnos;10
Norte;N
Despliega_primero;American
Mueve_primero;German
Descripcion;Exterior de Carentan, 13 de junio de 1944. Los alemanes reforzados por la 17.ª División Panzer Granaderos SS lanzaron un contraataque mientras el 2.º Batallón del 506.º PIR salía de Carentan al amanecer. Ambos bandos se habían atrincherado durante la noche. Fox Company, en el flanco izquierdo de Easy, fue desbordada bajo la intensa presión alemana. A pesar de ello, Easy aguantó durante horas hasta que los refuerzos de la 2.ª División Acorazada llegaron con sus Sherman. La visión de los tanques atravesando las líneas enemigas cambió el curso de la batalla. Winters describiría este combate como el momento más difícil de toda la guerra.
Victoria;El jugador alemán gana si tiene 5 escuadras en edificios del mapa 3 en cualquier momento. En caso contrario, gana el jugador americano.

[ALIADOS]
Faccion;American
Ops_rango;2-5
Puntos_comando;3
Ruta_huida;S
Despliegue_inicial;Todas las unidades americanas se despliegan en el mapa 8 filas E y Sur, y en el mapa 10 filas F y Sur.
Despliegue_alternativo;El jugador americano puede cambiar 1 Escuadra Bazooka por 1 Decoy y recibir 1 M4A1 menos, con sus refuerzos de blindados entrando en el turno 7.

[EJE]
Faccion;German
Ops_rango;3-4
Puntos_comando;1
Ruta_huida;N
Despliegue_inicial;Todas las unidades alemanas se despliegan en los mapas 8 y 10, fila I.
Despliegue_alternativo;El jugador alemán puede eliminar 1 escuadra de primera línea para aumentar la Proficiencia de su artillería de 80mm a 6.

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;6;1
Paratrooper w/ Bazooka;squad;NO;5;3;1
Paratrooper MG;wt_mg;NO;3;2;1
Paratrooper Mortar;wt_mortar;NO;3;2;1
Paratrooper DECOY;decoy;NO;9;4;1
M4A1;vehicle;NO;3;3;8
M4A3 (76);vehicle;NO;6;4;8

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
1st Line;squad;NO;20;9;1
2nd Line;squad;NO;10;7;1
1st Line MG WT;wt_mg;NO;3;2;1
2nd Line MG WT;wt_mg;NO;3;1;1
Mortar WT;wt_mortar;NO;1;1;1
Stug IIIG;vehicle;NO;4;4;3

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc
Foxhole;21;1;0;0
Artillería 80mm;1;1;7;8
Artillería 80mm;1;3;5;6
Artillería 100mm;1;3;5;6

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_NE;Lado_E;Lado_SE;Lado_SW;Lado_W;Lado_NW;Col;Row
10I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;5;0
10G3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;5;1
10E3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;5;2
10C3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;3
10A3;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;5;4
4G3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;5
4E3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;6
4C3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;7
4A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;8
10H3;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;6;1
10F3;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;6;2
10D3;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;6;3
10B3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;6;4
4H3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;5
4F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;6
4D3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;7
4B3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;8
10I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;7;0
10G4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;7;1
10E4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;7;2
10C4;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;NO;7;3
10A4;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;7;4
4G4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;5
4E4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;6
4C4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;7
4A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;8
10H4;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;8;1
10F4;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;8;2
10D4;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;8;3
10B4;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;8;4
4H4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;5
4F4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;6
4D4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;7
4B4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;8
10I5;CARRETERA;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;9;0
10G5;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;9;1
10E5;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;9;2
10C5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;9;3
10A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;SI;9;4
4G5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;5
4E5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;6
4C5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;7
4A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;8
10H5;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;10;1
10F5;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;10;2
10D5;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;10;3
10B5;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;SI;SI;10;4
4H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;5
4F5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;6
4D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;7
4B5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;8
10I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;11;0
10G6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;11;1
10E6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;11;2
10C6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;11;3
10A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;4
4G6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;5
4E6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;6
4C6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;7
4A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;8
10H6;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;12;1
10F6;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;12;2
10D6;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;12;3
10B6;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;12;4
4H6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;5
4F6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;6
4D6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;7
4B6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;8
10I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;13;0
10G7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;13;1
10E7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;13;2
10C7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;13;3
10A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;4
4G7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;5
4E7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;6
4C7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;7
4A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;8
10H7;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;14;1
10F7;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;14;2
10D7;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;14;3
10B7;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;14;4
4H7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;5
4F7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;6
4D7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;7
4B7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;8
10I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;15;0
10G8;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;SI;SI;NO;NO;15;1
10E8;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;SI;SI;NO;NO;15;2
10C8;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;15;3
10A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;4
4G8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;5
4E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;6
4C8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;7
4A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;8
10H8;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;NO;NO;SI;16;1
10F8;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;NO;NO;SI;16;2
10D8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;SI;SI;SI;16;3
10B8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;SI;16;4
4H8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;5
4F8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;6
4D8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;7
4B8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;8
10I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;SI;NO;NO;17;0
10G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;SI;SI;SI;17;1
10E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;SI;SI;17;2
10C9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;SI;NO;17;3
10A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;4
4G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;5
4E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;6
4C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;7
4A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;8
10H9;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;NO;NO;SI;NO;18;1
10F9;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;NO;NO;SI;NO;18;2
10D9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;3
10B9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;4
4H9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;5
4F9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;6
4D9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;7
4B9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;8
8I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;NO;NO;NO;19;0
8G1;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;NO;NO;NO;19;1
8E1;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;NO;19;2
8C1;CARRETERA;0;NO;NINGUNA;NO;SI;NO;NO;NO;NO;19;3
8A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;4
3G1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;5
3E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;6
3C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;7
3A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;8
8H1;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;20;1
8F1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;SI;20;2
8D1;CARRETERA;0;NO;NINGUNA;NO;SI;SI;NO;NO;NO;20;3
8B1;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;NO;20;4
3H1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;5
3F1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;6
3D1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;7
3B1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;8
8I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;21;0
8G2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;SI;NO;21;1
8E2;CARRETERA;0;NO;NINGUNA;SI;NO;SI;NO;NO;SI;21;2
8C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;SI;21;3
8A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;4
3G2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;5
3E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;6
3C2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;7
3A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;8
8H2;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;22;1
8F2;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;SI;SI;NO;NO;22;2
8D2;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;SI;SI;22;3
8B2;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;22;4
3H2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;5
3F2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;6
3D2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;7
3B2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;8
8I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;23;0
8G3;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;NO;NO;NO;23;1
8E3;CARRETERA;0;NO;NINGUNA;SI;NO;SI;SI;NO;SI;23;2
8C3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;23;3
8A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;4
3G3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;5
3E3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;6
3C3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;7
3A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;8
8H3;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;24;1
8F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;SI;24;2
8D3;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;24;3
8B3;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;24;4
3H3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;5
3F3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;6
3D3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;7
3B3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;8
8I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;25;0
8G4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;SI;NO;25;1
8E4;CARRETERA;0;NO;NINGUNA;SI;NO;SI;SI;NO;SI;25;2
8C4;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;25;3
8A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;4
3G4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;5
3E4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;6
3C4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;7
3A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;8
8H4;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;26;1
8F4;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;SI;SI;NO;NO;26;2
8D4;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;26;3
8B4;CARRETERA;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;26;4
3H4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;5
3F4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;6
3D4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;7
3B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;8
8I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;SI;NO;NO;27;0
8G5;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;NO;NO;NO;27;1
8E5;CARRETERA;0;NO;NINGUNA;NO;NO;SI;SI;NO;SI;27;2
8C5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;SI;SI;NO;27;3
8A5;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;NO;27;4
3G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;5
