[ESCENARIO]
Titulo;If This Is Combat...
Turnos;5
Norte;N
Despliega_primero;German
Mueve_primero;German
Descripcion;Son, Holanda, 17 de septiembre de 1944. La Operación Market-Garden había comenzado. El 506.º PIR debía capturar el puente principal sobre el Canal Wilhelmina al sur de Son y dos puentes secundarios. El salto fue exitoso gracias a la luz del día y al excelente campo de aterrizaje. Sin embargo, al acercarse desde el bosque Zoenche por el este, los paracaidistas recibieron fuego de alta velocidad de tres cañones antiaéreos de 88mm alemanes que abrieron fuego sobre ellos. Un veterano lo expresó así: "Si esto es combate, no quiero saber más." Finalmente cargaron contra los cañones, pero cuando los elementos de vanguardia estaban a solo 40 metros del puente, los alemanes lo volaron. Fue uno de los pocos puentes que los Aliados no pudieron capturar intacto.
Victoria;El jugador americano gana si tiene una unidad en el hex E5 del mapa 5 al final de cualquier turno. En caso contrario, gana el jugador alemán.

[ALIADOS]
Faccion;American
Ops_rango;2-7
Puntos_comando;1
Ruta_huida;W
Despliegue_inicial;Las unidades entran por grupos al inicio del turno indicado (antes de la fase de operaciones), sin marcador de ocultamiento. Grupo 1 (T1) y Grupos 2 y 3 (T2 y T3): entran en los hexes B1, B2, C2 o D2 del mapa 7; si hay apilamiento máximo, el exceso puede ir a 7D3 o 7C3. Grupo 4 (T4): entra por el borde Norte del mapa 5. En el turno 1 el jugador americano no puede usar Puntos de Mando. Regla especial: las unidades americanas nunca pueden moverse voluntariamente a un hex más alejado del puente; solo pueden hacerlo por retirada.
Despliegue_alternativo;

[EJE]
Faccion;German
Ops_rango;3-6
Puntos_comando;0
Ruta_huida;E
Despliegue_inicial;Despliegue A: 1 escuadra + 1 DECOY al sur del canal en el mapa 5. Despliegue B: hasta 3 escuadras + 1 DECOY en los hexes 5B2, 5B3, 5C1, 5C2 o 5C3. Despliegue C: 3 cañones 88mm en los hexes 5D5, 5D6 y 5D7 (con foxholes).
Despliegue_alternativo;

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;3;1
Paratrooper MG;wt_mg;NO;3;1;1
Paratrooper Squad;squad;NO;16;3;2
Paratrooper MG;wt_mg;NO;3;1;2
Paratrooper Squad;squad;NO;16;3;3
Paratrooper MG;wt_mg;NO;3;1;3
Paratrooper Squad;squad;NO;16;2;4

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
2nd Line;squad;NO;10;4;1
1st Line DECOY;decoy;NO;8;2;1
88mm AA;vehicle;NO;3;3;1

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc
Foxhole;3;1;0;0

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_NE;Lado_E;Lado_SE;Lado_SW;Lado_W;Lado_NW;Col;Row
7D6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;2
7F6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;3
7H6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;4
7A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;0
7C6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;1
7E6;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;2
7G6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;3
7I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;4
7B5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;1
7D5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;2
7F5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;3
7H5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;4
7A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;0
7C5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;1
7E5;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;2
7G5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;3
7I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;4
7B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;1
7D4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;2
7F4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;3
7H4;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;4
7A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;0
7C4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;1
7E4;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;2
7G4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;3
7I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;4
7B3;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;1
7D3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;2
7F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;3
7H3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;4
7A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;0
7C3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;1
7E3;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;2
7G3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;3
7I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;4
7B2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;1
7D2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;2
7F2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;3
7H2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;4
7A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;0
7C2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;1
7E2;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;2
7G2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;3
7I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;4
7B1;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;1
7D1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;2
7F1;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;3
7H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;4
7A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;0
7C1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;1
7E1;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;2
7G1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;3
7I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;4
7B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;1
7D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;2
7F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;3
7H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;4
5A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;0
5C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;1
5E9;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;2
5G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;3
5I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;4
5B8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;1
5D8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;2
5F8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;3
5H8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;4
5A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;0
5C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;1
5E8;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;2
5G8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;3
5I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;4
5B7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;1
5D7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;2
5F7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;3
5H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;4
5A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;0
5C7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;1
5E7;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;2
5G7;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;3
5I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;4
5B6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;1
5D6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;2
5F6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;3
5H6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;4
5A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;0
5C6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;1
5E6;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;2
5G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;3
5I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;4
5B5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;1
5D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;2
5F5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;3
5H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;4
5A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;0
5C5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;1
5E5;PUENTE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;2
5G5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;3
5I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;4
5B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;1
5D4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;2
5F4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;3
5H4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;4
5A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;0
5C4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;1
5E4;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;2
5G4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;3
5I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;4
5B3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;1
5D3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;2
5F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;3
5H3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;4
5A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;0
5C3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;1
5E3;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;2
5G3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;3
5I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;4
5B2;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;1
5D2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;2
5F2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;3
5H2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;4
5A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;0
5C2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;1
5E2;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;2
5G2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;3
5I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;4
5B1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;1
5D1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;2
5F1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;3
5H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;4
5A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;0
5C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;1
5E1;RIO / CANAL;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;2
5G1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;3
5I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;4
5B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;1
5D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;2
5F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;3
5H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;4
