[ESCENARIO]
Titulo;Noville
Turnos;8
Norte;N
Despliega_primero;German
Mueve_primero;German
Descripcion;Noville, Belgium, December 19th, 1944. American tanks and paratroopers hold Noville against the full weight of German armor. Board rules: all half hexes on the North edge of boards 6 and 9 are woods, except 6A5 and 9A5. FOG RULE: -1 to Infantry FP per 4 hexes of range (infantry not considered moving in open); vehicles must take a Prof Check firing with -1 Prof per 4 hexes; SATW Checks get -1 Morale. Setup order: all German Infantry first, then all Americans, then all German Vehicles.
Victoria;The German player wins by having at least 3 squads in buildings on board 1 and/or board 3 at the end of game turn 8.

[ALIADOS]
Faccion;American
Ops_rango;3-7
Puntos_comando;2
Ruta_huida;S
Despliegue_inicial;Boards 1 and 3: 2 Squads, 1 Paratrooper w/ Bazooka, 5 DECOY, 2 M4A3(76), 3 M18 Tank Destroyers. Boards 6 and 9, hex rows E and F: 10 Squads, 3 Mortars, 2 MG, 2 DECOY, 17 Foxholes. Units on boards 6 and 9 may NOT voluntarily move on Turn 1 (they may fire).
Despliegue_alternativo;The American player may exchange 1 Paratrooper MG to add 1 Paratrooper w/ Bazooka to that group.

[EJE]
Faccion;German
Ops_rango;3-6
Puntos_comando;1
Ruta_huida;N
Despliegue_inicial;Boards 6 and 9, hex rows A, B, and C: 18 1st Line, 3 MG WT. Boards 6 and 9, hex rows G and H: 4 PzVG, 4 PzIVH. Tanks may not set up adjacent to another tank.
Despliegue_alternativo;

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;12;1
Paratrooper w/ Bazooka;squad;NO;5;1;1
Paratrooper Mortar;wt_mortar;NO;3;3;1
Paratrooper MG;wt_mg;NO;3;2;1
Paratrooper DECOY;decoy;NO;9;7;1
M4A3 (76);vehicle;NO;6;2;1
M18 Tank Destroyer;vehicle;NO;4;3;1

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
1st Line;squad;NO;20;18;1
1st Line MG WT;wt_mg;NO;3;3;1
PzVG;vehicle;NO;3;4;1
PzIVH;vehicle;NO;5;4;1

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc
Foxholes;17;1;0;0

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_NE;Lado_E;Lado_SE;Lado_SW;Lado_W;Lado_NW;Col;Row
9A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;0
9C6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;1
9E6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;2
9G6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;3
9I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;4
3C6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;5
3E6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;6
3G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;7
3I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;8
9B5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;1
9D5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;2
9F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;3
9H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;4
3B5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;5
3D5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;6
3F5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;7
3H5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;8
9A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;0
9C5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;1
9E5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;2
9G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;3
9I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;4
3C5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;5
3E5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;6
3G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;7
3I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;8
9B4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;1
9D4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;2
9F4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;3
9H4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;4
3B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;5
3D4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;6
3F4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;7
3H4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;8
9A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;0
9C4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;1
9E4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;2
9G4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;3
9I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;4
3C4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;5
3E4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;6
3G4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;7
3I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;8
9B3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;1
9D3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;2
9F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;3
9H3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;4
3B3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;5
3D3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;6
3F3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;7
3H3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;8
9A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;0
9C3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;1
9E3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;2
9G3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;3
9I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;4
3C3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;5
3E3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;6
3G3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;7
3I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;8
9B2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;1
9D2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;2
9F2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;3
9H2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;4
3B2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;5
3D2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;6
3F2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;7
3H2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;8
9A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;0
9C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;1
9E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;2
9G2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;3
9I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;4
3C2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;5
3E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;6
3G2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;7
3I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;8
9B1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;1
9D1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;2
9F1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;3
9H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;4
3B1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;5
3D1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;6
3F1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;7
3H1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;8
9A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;0
9C1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;1
9E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;2
9G1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;3
9I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;4
3C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;5
3E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;6
3G1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;7
3I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;8
9B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;1
9D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;2
9F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;3
9H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;4
3B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;5
3D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;6
3F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;7
3H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;8
6A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;0
6C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;1
6E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;2
6G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;3
6I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;4
1C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;5
1E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;6
1G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;7
1I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;8
6B8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;1
6D8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;2
6F8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;3
6H8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;4
1B8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;5
1D8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;6
1F8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;7
1H8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;8
6A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;0
6C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;1
6E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;2
6G8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;3
6I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;4
1C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;5
1E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;6
1G8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;7
1I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;8
6B7;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;1
6D7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;2
6F7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;3
6H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;4
1B7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;5
1D7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;6
1F7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;7
1H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;8
6A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;0
6C7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;1
6E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;2
6G7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;3
6I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;4
1C7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;5
1E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;6
1G7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;7
1I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;8
6B6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;1
6D6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;2
6F6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;3
6H6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;4
1B6;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;5
1D6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;6
1F6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;7
1H6;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;8
6A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;0
6C6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;1
6E6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;2
6G6;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;3
6I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;4
1C6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;5
1E6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;6
1G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;7
1I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;8
6B5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;1
6D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;2
6F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;3
6H5;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;4
1B5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;5
1D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;6
1F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;7
1H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;8
6A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;0
6C5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;1
6E5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;2
6G5;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;3
6I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;4
1C5;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;5
1E5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;6
1G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;7
1I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;8
