[ESCENARIO]
Titulo;Opheusden
Turnos;10
Norte;N
Despliega_primero;German
Mueve_primero;German
Descripcion;Opheusden, Holland, October 6th, 1944. As the 506th moved into positions along the front, the British pulled out with their tanks. The Germans launched a full scale attack eastwards into and around Opheusden using the 363rd Volksgrenadier Division supported by armor and artillery.
Victoria;The German player wins if they have more units in buildings of board 3 than the Americans have units in buildings of board 1.

[ALIADOS]
Faccion;American
Ops_rango;2-7
Puntos_comando;1
Ruta_huida;E
Despliegue_inicial;Set up on any hex on board 3 and on board 1 East of row E. Turn 5: Enter along any East edge hex. Command Points: 1 until turn 5, then 3 for the remainder of the game.
Despliegue_alternativo;

[EJE]
Faccion;German
Ops_rango;3-6
Puntos_comando;2
Ruta_huida;W
Despliegue_inicial;Set up on any hex on board 1 West of row E. Turn 3: Enter along any West edge hex.
Despliegue_alternativo;

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;5;1
Paratrooper Squad;squad;NO;16;10;5
Paratrooper w/ Bazooka;squad;NO;5;2;1
Paratrooper w/ Bazooka;squad;NO;5;3;5
Paratrooper MG;wt_mg;NO;3;2;1
Paratrooper MG;wt_mg;NO;3;1;5
Paratrooper Mortar;wt_mortar;NO;3;1;1
57mm AT Gun;vehicle;NO;4;3;1

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
1st Line;squad;NO;20;12;1
1st Line;squad;NO;20;6;3
1st Line MG WT;wt_mg;NO;3;2;1
PzVG;vehicle;NO;3;1;1
PzVG;vehicle;NO;3;1;3
PzIVH;vehicle;NO;5;2;1
PzIVH;vehicle;NO;5;2;3

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc
Foxholes;1;1;0;0
Artillery 150mm;1;6;6;9
Artillery 80mm;1;1;7;9
Artillery 80mm;1;1;6;8

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_N;Lado_NE;Lado_SE;Lado_S;Lado_SW;Lado_NW;Col;Row
1G7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;2;3
1G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;2;4
1G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;2;5
1G4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;2;6
1G3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;2;7
1G2;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;2;8
1G1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;2;9
1F9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;0
1F8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;1
1F7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;2
1F6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;3
1F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;4
1F4;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;5
1F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;6
1F2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;7
1F1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;8
1F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;3;9
1E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;1
1E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;2
1E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;3
1E6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;4
1E5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;5
1E4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;6
1E3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;7
1E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;8
1E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;4;9
1D9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;0
1D8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;1
1D7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;2
1D6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;3
1D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;4
1D4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;5
1D3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;6
1D2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;7
1D1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;8
1D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;9
1C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;1
1C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;2
1C7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;3
1C6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;4
1C5;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;5
1C4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;6
1C3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;7
1C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;8
1C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;6;9
1B9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;0
1B8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;1
1B7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;2
1B6;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;3
1B5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;4
1B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;5
1B3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;6
1B2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;7
1B1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;8
1B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;9
1A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;1
1A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;2
1A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;3
1A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;4
1A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;5
1A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;6
1A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;7
1A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;8
1A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;8;9
3H9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;0
3H8;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;1
3H7;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;2
3H6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;3
3H5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;4
3H4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;5
3H3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;6
3H2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;7
3H1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;8
3H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;9;9
3G9;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;1
3G8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;2
3G7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;3
3G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;4
3G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;5
3G4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;6
3G3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;7
3G2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;8
3G1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;10;9
3F9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;0
3F8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;1
3F7;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;2
3F6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;3
3F5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;4
3F4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;5
3F3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;6
3F2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;7
3F1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;8
3F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;11;9
3E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;1
3E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;2
3E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;3
3E6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;4
3E5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;5
3E4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;6
3E3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;7
3E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;8
3E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;12;9
3D9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;0
3D8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;1
3D7;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;2
3D6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;3
3D5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;4
3D4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;5
3D3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;6
3D2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;7
3D1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;8
3D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;9
3C9;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;1
3C8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;2
3C7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;3
3C6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;4
3C5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;5
3C4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;6
3C3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;7
3C2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;8
3C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;9
3B9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;0
3B8;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;1
3B7;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;2
3B6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;3
3B5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;4
3B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;5
3B3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;6
3B2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;7
3B1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;8
3B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;9
3A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;1
3A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;2
3A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;3
3A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;4
3A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;5
3A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;6
3A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;7
3A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;8
3A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;9
