[ESCENARIO]
Titulo;So Few Led by So Many
Turnos;7
Norte;N
Despliega_primero;German
Mueve_primero;American
Descripcion;Pouppeville, France, June 6th, 1944. The 3rd battalion of the 501st, with General Taylor and only 40 assembled men (many of them officers), must take Causeway 1 and eliminate the German garrison.
Victoria;The American player wins by eliminating all of the German combat units by the end of turn 7. Otherwise the German player wins.

[ALIADOS]
Faccion;American
Ops_rango;2-5
Puntos_comando;5
Ruta_huida;W
Despliegue_inicial;All American units start set up anywhere on board 10.
Despliegue_alternativo;

[EJE]
Faccion;German
Ops_rango;3-4
Puntos_comando;2
Ruta_huida;E
Despliegue_inicial;All German units start set up anywhere on board 1.
Despliegue_alternativo;The German player may exchange 3 2nd Line Squads for 2 1st Line Squads and 1 1st Line DECOY.

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;6;1
Paratrooper Squad;squad;SI;16;2;1
Paratrooper MG;wt_mg;NO;3;1;1

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
2nd Line;squad;NO;10;7;1
1st Line DECOY;decoy;NO;8;4;1

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_NE;Lado_E;Lado_SE;Lado_SW;Lado_W;Lado_NW;Col;Row
10E8;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;SI;SI;3;2
10G8;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;SI;SI;3;3
10I8;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;3;4
10B7;CARRETERA;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;4;1
10D7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;4;2
10F7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;4;3
10H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;4;4
10A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;5;0
10C7;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;5;1
10E7;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;5;2
10G7;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;5;3
10I7;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;5;4
10B6;CARRETERA;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;6;1
10D6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;6;2
10F6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;6;3
10H6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;6;4
10A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;7;0
10C6;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;7;1
10E6;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;7;2
10G6;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;7;3
10I6;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;7;4
10B5;CARRETERA;0;NO;NINGUNA;NO;SI;SI;SI;NO;NO;8;1
10D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;8;2
10F5;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;8;3
10H5;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;8;4
10A5;CARRETERA;0;NO;NINGUNA;NO;NO;SI;NO;NO;NO;9;0
10C5;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;9;1
10E5;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;9;2
10G5;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;9;3
10I5;CARRETERA;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;9;4
10B4;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;SI;SI;SI;10;1
10D4;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;10;2
10F4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;10;3
10H4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;10;4
10A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;11;0
10C4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;SI;SI;NO;11;1
10E4;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;11;2
10G4;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;11;3
10I4;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;11;4
10B3;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;12;1
10D3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;SI;NO;12;2
10F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;12;3
10H3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;12;4
10A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;13;0
10C3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;1
10E3;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;13;2
10G3;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;NO;NO;NO;SI;13;3
10I3;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;13;4
10B2;TERRENO ABIERTO;0;NO;NINGUNA;SI;NO;NO;NO;NO;SI;14;1
10D2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;14;2
10F2;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;SI;SI;NO;NO;14;3
10H2;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;14;4
10A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;SI;SI;NO;NO;15;0
10C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;SI;NO;NO;NO;NO;15;1
10E2;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;NO;NO;SI;15;2
10G2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;SI;SI;SI;15;3
10I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;SI;15;4
10B1;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;NO;NO;SI;16;1
10D1;TERRENO ABIERTO;0;NO;NINGUNA;SI;SI;SI;SI;NO;NO;16;2
10F1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;SI;SI;16;3
10H1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;SI;NO;16;4
10A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;SI;NO;NO;17;0
10C1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;SI;SI;SI;17;1
10E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;SI;SI;17;2
10G1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;3
10I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;4
10B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;SI;NO;18;1
10D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;SI;NO;18;2
10F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;3
10H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;4
1A9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;0
1C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;1
1E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;2
1G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;3
1I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;19;4
1B8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;1
1D8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;2
1F8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;3
1H8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;20;4
1A8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;0
1C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;1
1E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;2
1G8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;3
1I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;21;4
1B7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;1
1D7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;2
1F7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;3
1H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;22;4
1A7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;0
1C7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;1
1E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;2
1G7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;3
1I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;23;4
1B6;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;1
1D6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;2
1F6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;3
1H6;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;24;4
1A6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;0
1C6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;1
1E6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;2
1G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;3
1I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;25;4
1B5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;1
1D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;2
1F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;3
1H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;4
1A5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;0
1C5;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;1
1E5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;2
1G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;3
1I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;4
1B4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;1
1D4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;2
1F4;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;3
1H4;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;4
1A4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;0
1C4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;1
1E4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;2
1G4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;3
1I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;4
1B3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;1
1D3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;2
1F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;3
1H3;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;4
1A3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;0
1C3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;1
1E3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;2
1G3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;3
1I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;4
1B2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;1
1D2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;2
1F2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;3
1H2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;4
1A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;0
1C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;1
1E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;2
1G2;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;3
1I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;33;4
1B1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;1
1D1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;2
1F1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;3
1H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;34;4
1A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;0
1C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;1
1E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;2
1G1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;3
1I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;35;4
1B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;1
1D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;2
1F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;3
1H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;36;4
