[ESCENARIO]
Titulo;Easy Peasy
Turnos;6
Norte;NW
Despliega_primero;German
Mueve_primero;American
Descripcion;Carentan, 12 de junio de 1944. Las fuerzas aerotransportadas debían ser fuerzas de élite utilizadas pocos días antes de ser retiradas. Elementos del 2.º y 3.er Batallón del 506.º PIR atacaron Carentán desde el suroeste para enlazar las playas de Utah y Omaha. El coronel von der Heydte tomó la fatídica decisión de retirarse dejando solo una pequeña retaguardia. El teniente Winters, al mando de Easy Company, logró impulsar a sus hombres bajo el fuego de las ametralladoras alemanas para tomar la ciudad. Resultó ser relativamente "fácil".
Victoria;El jugador americano gana si elimina todas las unidades de combate alemanas al final del turno 6. En caso contrario, gana el jugador alemán.

[ALIADOS]
Faccion;American
Ops_rango;2-5
Puntos_comando;3
Ruta_huida;SW
Despliegue_inicial;Todas las unidades americanas se despliegan en cualquier hex completo del mapa 4.
Despliegue_alternativo;

[EJE]
Faccion;German
Ops_rango;3-4
Puntos_comando;1
Ruta_huida;NE
Despliegue_inicial;Todas las unidades alemanas se despliegan en cualquier hex del mapa 3.
Despliegue_alternativo;El jugador alemán puede cambiar 2 Decoys por 2 escuadras más, pero no recibe apoyo de artillería.

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;8;1
Paratrooper w/ Bazooka;squad;NO;5;2;1
Paratrooper MG;wt_mg;NO;3;2;1

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
1st Line;squad;NO;20;4;1
1st Line MG WT;wt_mg;NO;3;1;1
1st Line DECOY;decoy;NO;8;4;1

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc
Artillería 80mm;1;3;7;9

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_NE;Lado_E;Lado_SE;Lado_SW;Lado_W;Lado_NW;Col;Row
4G3;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;7
4I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;13;8
3B2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;1
3D2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;2
3F2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;3
3H2;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;4
4B2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;5
4D2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;6
4F2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;7
4H2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;14;8
3A2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;0
3C2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;1
3E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;2
3G2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;3
3I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;4
4C2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;5
4E2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;6
4G2;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;7
4I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;15;8
3B1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;1
3D1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;2
3F1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;3
3H1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;4
4B1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;5
4D1;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;6
4F1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;7
4H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;16;8
3A1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;0
3C1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;1
3E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;2
3G1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;3
3I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;4
4C1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;5
4E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;6
4G1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;7
4I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;17;8
3B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;1
3D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;2
3F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;3
3H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;4
4B0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;5
4D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;6
4F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;7
4H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;18;8
